miRNA,lncRNA,mRNA
hsa-miR-1267,NEAT1,KDM6B
hsa-miR-1267,NEAT1,MYH11
hsa-miR-1267,NEAT1,PRPF38A
hsa-miR-1267,NEAT1,MLK4
hsa-miR-1267,NEAT1,BAMBI
hsa-miR-1267,NEAT1,DUS4L
hsa-miR-1267,NEAT1,UBXN2A
hsa-miR-1267,NEAT1,ZNF451
hsa-miR-1267,NEAT1,PLXDC2
hsa-miR-1267,NEAT1,PHACTR2
hsa-miR-1267,NEAT1,ELP2
hsa-miR-1267,NEAT1,CPEB4
hsa-miR-1267,NEAT1,DEPDC5
hsa-miR-1267,NEAT1,DEF8
hsa-miR-1267,NEAT1,CCS
hsa-miR-1267,NEAT1,PIEZO1
hsa-miR-1267,NEAT1,ANKRD36
hsa-miR-1267,NEAT1,RACGAP1
hsa-miR-1267,NEAT1,RPN2
hsa-miR-1267,NEAT1,EMC10
hsa-miR-1267,NEAT1,SMG1
hsa-miR-1267,NEAT1,HIPK3
hsa-miR-1267,NEAT1,ZFP30
hsa-miR-1267,NEAT1,HSPA9
hsa-miR-1267,NEAT1,C12orf66
hsa-miR-1267,NEAT1,MYLIP
hsa-miR-1267,NEAT1,UBE2W
hsa-miR-1267,NEAT1,PSMB9
hsa-miR-1267,NEAT1,ERH
hsa-miR-1267,NEAT1,CDKN1B
hsa-miR-1267,NEAT1,PTCD3
hsa-miR-1267,NEAT1,TSHZ2
hsa-miR-1267,NEAT1,NAA25
hsa-miR-1267,NEAT1,TAS2R5
hsa-miR-1267,NEAT1,HNRNPA1L2
hsa-miR-1267,NEAT1,ERC1
hsa-miR-1267,NEAT1,ZNF629
hsa-miR-1267,NEAT1,OLA1
hsa-miR-1267,NEAT1,LIMA1
hsa-miR-1267,NEAT1,LDHA
hsa-miR-1267,NEAT1,UTP6
hsa-miR-1267,NEAT1,CHD4
hsa-miR-1267,NEAT1,HSPA4L
hsa-miR-1267,NEAT1,GRSF1
hsa-miR-1267,NEAT1,SCCPDH
hsa-miR-1267,NEAT1,ARL5B
hsa-miR-1267,NEAT1,HNRNPA1
hsa-miR-1267,NEAT1,UBE2V2
hsa-miR-1267,NEAT1,ST3GAL1
hsa-miR-1267,NEAT1,ATP5G3
hsa-miR-1267,NEAT1,GATAD1
hsa-miR-1267,NEAT1,CENPQ
hsa-miR-1267,NEAT1,ALOX5AP
hsa-miR-1267,NEAT1,MTA1
hsa-miR-1267,NEAT1,MTAP
hsa-miR-1267,NEAT1,RBBP4
hsa-miR-1267,NEAT1,ATP5F1
hsa-miR-1267,NEAT1,BTBD19
hsa-miR-1267,NEAT1,MAZ
hsa-miR-1267,NEAT1,SLC16A1
hsa-miR-1267,NEAT1,PRRC2A
hsa-miR-1267,NEAT1,NUCKS1
hsa-miR-1267,NEAT1,NR2F6
hsa-miR-1267,NEAT1,ZNF638
hsa-miR-1267,NEAT1,UNC13A
hsa-miR-1267,NEAT1,CD226
hsa-miR-1267,NEAT1,CCDC170
hsa-miR-1267,NEAT1,TMEM136
hsa-miR-1267,NEAT1,C12orf73
hsa-miR-1267,NEAT1,ELMOD2
hsa-miR-1267,NEAT1,MKLN1
hsa-miR-1267,NEAT1,RORA
hsa-miR-1267,NEAT1,WRNIP1
hsa-miR-1267,NEAT1,FAF2
hsa-miR-1267,NEAT1,SF3B3
hsa-miR-1267,NEAT1,SNAP29
hsa-miR-1267,NEAT1,PTPN2
hsa-miR-1267,NEAT1,UTRN
hsa-miR-1267,NEAT1,COQ7
hsa-miR-1267,NEAT1,NRAS
hsa-miR-1267,NEAT1,HSPA8
hsa-miR-1267,NEAT1,CISD2
hsa-miR-1267,NEAT1,CDK4
hsa-miR-1267,NEAT1,DCTN6
hsa-miR-1267,NEAT1,NUDT3
hsa-miR-1267,NEAT1,SMAD2
hsa-miR-1267,NEAT1,CNKSR3
hsa-miR-1267,NEAT1,ANO8
hsa-miR-1267,NEAT1,RAVER2
hsa-miR-1267,NEAT1,ABCF1
hsa-miR-1267,NEAT1,DGKE
hsa-miR-1267,NEAT1,MTO1
hsa-miR-1267,NEAT1,BTD
hsa-miR-1267,NEAT1,PIP4K2A
hsa-miR-1267,NEAT1,GPR155
hsa-miR-1267,NEAT1,TIMM50
hsa-miR-1267,NEAT1,PTMA
hsa-miR-1267,NEAT1,PPP1R15B
hsa-miR-1267,NEAT1,GMFB
hsa-miR-1267,NEAT1,CSDE1
hsa-miR-1267,NEAT1,UCHL1
hsa-miR-1267,NEAT1,NCAPD2
hsa-miR-1267,NEAT1,WSCD2
hsa-miR-1267,NEAT1,DICER1
hsa-miR-1267,NEAT1,UBE2G2
hsa-miR-1267,NEAT1,CHML
hsa-miR-1267,SNHG16,PAWR
hsa-miR-1267,SNHG16,SECISBP2L
hsa-miR-1267,SNHG16,USP1
hsa-miR-1267,SNHG16,LSM10
hsa-miR-1267,SNHG16,ZNF829
hsa-miR-1267,SNHG16,PEX26
hsa-miR-1267,SNHG16,HSD17B12
hsa-miR-1267,SNHG16,C5orf15
hsa-miR-1267,SNHG16,HIST1H2BG
hsa-miR-1267,SNHG16,MED29
hsa-miR-1267,SNHG16,C18orf21
hsa-miR-1267,SNHG16,ISPD
hsa-miR-1267,SNHG16,HNRNPH1
hsa-miR-1267,SNHG16,DUSP18
hsa-miR-1267,SNHG16,PDE3A
hsa-miR-1267,SNHG16,MCM8
hsa-miR-1267,SNHG16,SLC25A12
hsa-miR-1267,SNHG16,PHF10
hsa-miR-1267,SNHG16,HOOK1
hsa-miR-1267,SNHG16,MAGT1
hsa-miR-1267,SNHG16,ZNF446
hsa-miR-1267,SNHG16,KIF11
hsa-miR-1267,SNHG16,GRWD1
hsa-miR-1267,SNHG16,RNF170
hsa-miR-1267,SNHG16,CCNT1
hsa-miR-1267,SNHG16,HCFC1
hsa-miR-1267,SNHG16,FYCO1
hsa-miR-1267,SNHG16,BACE1
hsa-miR-1267,SNHG16,ATP6V0E1
hsa-miR-1267,SNHG16,RAD18
hsa-miR-1267,SNHG16,MRI1
hsa-miR-1267,SNHG16,CYYR1
hsa-miR-1267,SNHG16,ZNF713
hsa-miR-1267,SNHG16,ANKRD12
hsa-miR-1267,SNHG16,ABL2
hsa-miR-1267,SNHG16,PIM1
hsa-miR-1267,SNHG16,RGS9BP
hsa-miR-1267,SNHG16,NFIA
hsa-miR-1267,SNHG16,NUP62
hsa-miR-1267,SNHG16,NFKBIB
hsa-miR-1267,SNHG16,C1orf50
hsa-miR-1267,SNHG16,CRK
hsa-miR-1267,SNHG16,PTPN14
hsa-miR-1267,SNHG16,SOX4
hsa-miR-1267,SNHG16,RPS6KA5
hsa-miR-1267,SNHG16,CCDC50
hsa-miR-1267,SNHG16,CERS4
hsa-miR-1267,SNHG16,IBA57
hsa-miR-1267,SNHG16,DDX6
hsa-miR-1267,SNHG16,GREB1L
hsa-miR-1267,SNHG16,THAP6
hsa-miR-1267,SNHG16,RBM23
hsa-miR-1267,SNHG16,CAND1
hsa-miR-1267,SNHG16,KIAA0100
hsa-miR-1267,SNHG16,REPS1
hsa-miR-1267,SNHG16,CUL2
hsa-miR-1267,SNHG16,AAED1
hsa-miR-1267,SNHG16,IFT43
hsa-miR-1267,SNHG16,SCIN
hsa-miR-1267,SNHG16,DZIP1L
hsa-miR-1267,SNHG16,NFX1
hsa-miR-1267,SNHG16,WEE1
hsa-miR-1267,SNHG16,TCEANC2
hsa-miR-1267,SNHG16,PABPN1
hsa-miR-1267,SNHG16,GOLGB1
hsa-miR-1267,SNHG16,SERP1
hsa-miR-1267,SNHG16,ICAM1
hsa-miR-1267,SNHG16,SLC38A2
hsa-miR-1267,SNHG16,SYNCRIP
hsa-miR-1267,SNHG16,KDELR1
hsa-miR-1267,SNHG16,MAPK14
hsa-miR-1267,SNHG16,LRCH3
hsa-miR-1267,SNHG16,ESYT2
hsa-miR-1267,SNHG16,MVK
hsa-miR-1267,SNHG16,ZNF154
hsa-miR-1267,SNHG16,CEP128
hsa-miR-1267,SNHG16,TBX18
hsa-miR-1267,SNHG16,SBNO1
hsa-miR-1267,SNHG16,ARFGEF1
hsa-miR-1267,SNHG16,LRRC2
hsa-miR-1267,SNHG16,SLC1A5
hsa-miR-1267,SNHG16,ARRDC4
hsa-miR-1267,SNHG16,PLSCR1
hsa-miR-1267,SNHG16,AKAP5
hsa-miR-1267,SNHG16,ERVMER34-1
hsa-miR-1267,SNHG16,PLA2G16
hsa-miR-1267,SNHG16,FAT1
hsa-miR-1267,SNHG16,DPY19L4
hsa-miR-1267,SNHG16,KNOP1
hsa-miR-1267,SNHG16,VCAN
hsa-miR-1267,SNHG16,VKORC1L1
hsa-miR-1267,SNHG16,PARVB
hsa-miR-1267,SNHG16,KIAA1143
hsa-miR-1267,SNHG16,ESRRA
hsa-miR-1267,SNHG16,WHSC1L1
hsa-miR-1267,SNHG16,TRIB1
hsa-miR-1267,SNHG16,CCDC127
hsa-miR-1267,SNHG16,PRKAR2A
hsa-miR-1267,SNHG16,SEC62
hsa-miR-1267,SNHG16,ORAI2
hsa-miR-1267,SNHG16,DHCR24
hsa-miR-1267,SNHG16,DFFA
hsa-miR-1267,SNHG16,SF3A1
hsa-miR-1267,SNHG16,ZNF711
hsa-miR-1267,SNHG16,FANCC
hsa-miR-1267,SNHG16,HS3ST1
hsa-miR-1267,SNHG16,RBAK
hsa-miR-1267,SNHG16,WHSC1
hsa-miR-1267,SNHG16,HIPK1
hsa-miR-1267,SNHG16,TEP1
hsa-miR-1267,SNHG16,INSIG1
hsa-miR-1267,SNHG16,KDM6B
hsa-miR-1267,SNHG16,MYH11
hsa-miR-1267,SNHG16,PRPF38A
hsa-miR-1267,SNHG16,MLK4
hsa-miR-1267,SNHG16,BAMBI
hsa-miR-1267,SNHG16,DUS4L
hsa-miR-1267,SNHG16,UBXN2A
hsa-miR-1267,SNHG16,ZNF451
hsa-miR-1267,SNHG16,PLXDC2
hsa-miR-1267,SNHG16,PHACTR2
hsa-miR-1267,SNHG16,ELP2
hsa-miR-1267,SNHG16,CPEB4
hsa-miR-1267,SNHG16,DEPDC5
hsa-miR-1267,SNHG16,DEF8
hsa-miR-1267,SNHG16,CCS
hsa-miR-1267,SNHG16,PIEZO1
hsa-miR-1267,SNHG16,ANKRD36
hsa-miR-1267,SNHG16,RACGAP1
hsa-miR-1267,SNHG16,RPN2
hsa-miR-1267,SNHG16,EMC10
hsa-miR-1267,SNHG16,SMG1
hsa-miR-1267,SNHG16,HIPK3
hsa-miR-1267,SNHG16,ZFP30
hsa-miR-1267,SNHG16,HSPA9
hsa-miR-1267,SNHG16,C12orf66
hsa-miR-1267,SNHG16,MYLIP
hsa-miR-1267,SNHG16,UBE2W
hsa-miR-1267,SNHG16,PSMB9
hsa-miR-1267,SNHG16,ERH
hsa-miR-1267,SNHG16,CDKN1B
hsa-miR-1267,SNHG16,PTCD3
hsa-miR-1267,SNHG16,TSHZ2
hsa-miR-1267,SNHG16,NAA25
hsa-miR-1267,SNHG16,TAS2R5
hsa-miR-1267,SNHG16,HNRNPA1L2
hsa-miR-1267,SNHG16,ERC1
hsa-miR-1267,SNHG16,ZNF629
hsa-miR-1267,SNHG16,OLA1
hsa-miR-1267,SNHG16,LIMA1
hsa-miR-1267,SNHG16,LDHA
hsa-miR-1267,SNHG16,UTP6
hsa-miR-1267,SNHG16,CHD4
hsa-miR-1267,SNHG16,HSPA4L
hsa-miR-1267,SNHG16,GRSF1
hsa-miR-1267,SNHG16,SCCPDH
hsa-miR-1267,SNHG16,ARL5B
hsa-miR-1267,SNHG16,HNRNPA1
hsa-miR-1267,SNHG16,UBE2V2
hsa-miR-1267,SNHG16,ST3GAL1
hsa-miR-1267,SNHG16,ATP5G3
hsa-miR-1267,SNHG16,GATAD1
hsa-miR-1267,SNHG16,CENPQ
hsa-miR-1267,SNHG16,ALOX5AP
hsa-miR-1267,SNHG16,MTA1
hsa-miR-1267,SNHG16,MTAP
hsa-miR-1267,SNHG16,RBBP4
hsa-miR-1267,SNHG16,ATP5F1
hsa-miR-1267,SNHG16,BTBD19
hsa-miR-1267,SNHG16,MAZ
hsa-miR-1267,SNHG16,SLC16A1
hsa-miR-1267,SNHG16,PRRC2A
hsa-miR-1267,SNHG16,NUCKS1
hsa-miR-1267,SNHG16,NR2F6
hsa-miR-1267,SNHG16,ZNF638
hsa-miR-1267,SNHG16,UNC13A
hsa-miR-1267,SNHG16,CD226
hsa-miR-1267,SNHG16,CCDC170
hsa-miR-1267,SNHG16,TMEM136
hsa-miR-1267,SNHG16,C12orf73
hsa-miR-1267,SNHG16,ELMOD2
hsa-miR-1267,SNHG16,MKLN1
hsa-miR-1267,SNHG16,RORA
hsa-miR-1267,SNHG16,WRNIP1
hsa-miR-1267,SNHG16,FAF2
hsa-miR-1267,SNHG16,SF3B3
hsa-miR-1267,SNHG16,SNAP29
hsa-miR-1267,SNHG16,PTPN2
hsa-miR-1267,SNHG16,UTRN
hsa-miR-1267,SNHG16,COQ7
hsa-miR-1267,SNHG16,NRAS
hsa-miR-1267,SNHG16,HSPA8
hsa-miR-1267,SNHG16,CISD2
hsa-miR-1267,SNHG16,CDK4
hsa-miR-1267,SNHG16,DCTN6
hsa-miR-1267,SNHG16,NUDT3
hsa-miR-1267,SNHG16,SMAD2
hsa-miR-1267,SNHG16,CNKSR3
hsa-miR-1267,SNHG16,ANO8
hsa-miR-1267,SNHG16,RAVER2
hsa-miR-1267,SNHG16,ABCF1
hsa-miR-1267,SNHG16,DGKE
hsa-miR-1267,SNHG16,MTO1
hsa-miR-1267,SNHG16,BTD
hsa-miR-1267,SNHG16,PIP4K2A
hsa-miR-1267,SNHG16,GPR155
hsa-miR-1267,SNHG16,TIMM50
hsa-miR-1267,SNHG16,PTMA
hsa-miR-1267,SNHG16,PPP1R15B
hsa-miR-1267,SNHG16,GMFB
hsa-miR-1267,SNHG16,CSDE1
hsa-miR-1267,SNHG16,UCHL1
hsa-miR-1267,SNHG16,NCAPD2
hsa-miR-1267,SNHG16,WSCD2
hsa-miR-1267,SNHG16,DICER1
hsa-miR-1267,SNHG16,UBE2G2
hsa-miR-1267,SNHG16,CHML
hsa-miR-1267,RPPH1,PAWR
hsa-miR-1267,RPPH1,SECISBP2L
hsa-miR-1267,RPPH1,USP1
hsa-miR-1267,RPPH1,LSM10
hsa-miR-1267,RPPH1,ZNF829
hsa-miR-1267,RPPH1,PEX26
hsa-miR-1267,RPPH1,HSD17B12
hsa-miR-1267,RPPH1,C5orf15
hsa-miR-1267,RPPH1,HIST1H2BG
hsa-miR-1267,RPPH1,MED29
hsa-miR-1267,RPPH1,C18orf21
hsa-miR-1267,RPPH1,ISPD
hsa-miR-1267,RPPH1,HNRNPH1
hsa-miR-1267,RPPH1,DUSP18
hsa-miR-1267,RPPH1,PDE3A
hsa-miR-1267,RPPH1,MCM8
hsa-miR-1267,RPPH1,SLC25A12
hsa-miR-1267,RPPH1,PHF10
hsa-miR-1267,RPPH1,HOOK1
hsa-miR-1267,RPPH1,MAGT1
hsa-miR-1267,RPPH1,ZNF446
hsa-miR-1267,RPPH1,KIF11
hsa-miR-1267,RPPH1,GRWD1
hsa-miR-1267,RPPH1,RNF170
hsa-miR-1267,RPPH1,CCNT1
hsa-miR-1267,RPPH1,HCFC1
hsa-miR-1267,RPPH1,FYCO1
hsa-miR-1267,RPPH1,BACE1
hsa-miR-1267,RPPH1,ATP6V0E1
hsa-miR-1267,RPPH1,RAD18
hsa-miR-1267,RPPH1,MRI1
hsa-miR-1267,RPPH1,CYYR1
hsa-miR-1267,RPPH1,ZNF713
hsa-miR-1267,RPPH1,ANKRD12
hsa-miR-1267,RPPH1,ABL2
hsa-miR-1267,RPPH1,PIM1
hsa-miR-1267,RPPH1,RGS9BP
hsa-miR-1267,RPPH1,NFIA
hsa-miR-1267,RPPH1,NUP62
hsa-miR-1267,RPPH1,NFKBIB
hsa-miR-1267,RPPH1,C1orf50
hsa-miR-1267,RPPH1,CRK
hsa-miR-1267,RPPH1,PTPN14
hsa-miR-1267,RPPH1,SOX4
hsa-miR-1267,RPPH1,RPS6KA5
hsa-miR-1267,RPPH1,CCDC50
hsa-miR-1267,RPPH1,CERS4
hsa-miR-1267,RPPH1,IBA57
hsa-miR-1267,RPPH1,DDX6
hsa-miR-1267,RPPH1,GREB1L
hsa-miR-1267,RPPH1,THAP6
hsa-miR-1267,RPPH1,RBM23
hsa-miR-1267,RPPH1,CAND1
hsa-miR-1267,RPPH1,KIAA0100
hsa-miR-1267,RPPH1,REPS1
hsa-miR-1267,RPPH1,CUL2
hsa-miR-1267,RPPH1,AAED1
hsa-miR-1267,RPPH1,IFT43
hsa-miR-1267,RPPH1,SCIN
hsa-miR-1267,RPPH1,DZIP1L
hsa-miR-1267,RPPH1,NFX1
hsa-miR-1267,RPPH1,WEE1
hsa-miR-1267,RPPH1,TCEANC2
hsa-miR-1267,RPPH1,PABPN1
hsa-miR-1267,RPPH1,GOLGB1
hsa-miR-1267,RPPH1,SERP1
hsa-miR-1267,RPPH1,ICAM1
hsa-miR-1267,RPPH1,SLC38A2
hsa-miR-1267,RPPH1,SYNCRIP
hsa-miR-1267,RPPH1,KDELR1
hsa-miR-1267,RPPH1,MAPK14
hsa-miR-1267,RPPH1,LRCH3
hsa-miR-1267,RPPH1,ESYT2
hsa-miR-1267,RPPH1,MVK
hsa-miR-1267,RPPH1,ZNF154
hsa-miR-1267,RPPH1,CEP128
hsa-miR-1267,RPPH1,TBX18
hsa-miR-1267,RPPH1,SBNO1
hsa-miR-1267,RPPH1,ARFGEF1
hsa-miR-1267,RPPH1,LRRC2
hsa-miR-1267,RPPH1,SLC1A5
hsa-miR-1267,RPPH1,ARRDC4
hsa-miR-1267,RPPH1,PLSCR1
hsa-miR-1267,RPPH1,AKAP5
hsa-miR-1267,RPPH1,ERVMER34-1
hsa-miR-1267,RPPH1,PLA2G16
hsa-miR-1267,RPPH1,FAT1
hsa-miR-1267,RPPH1,DPY19L4
hsa-miR-1267,RPPH1,KNOP1
hsa-miR-1267,RPPH1,VCAN
hsa-miR-1267,RPPH1,VKORC1L1
hsa-miR-1267,RPPH1,PARVB
hsa-miR-1267,RPPH1,KIAA1143
hsa-miR-1267,RPPH1,ESRRA
hsa-miR-1267,RPPH1,WHSC1L1
hsa-miR-1267,RPPH1,TRIB1
hsa-miR-1267,RPPH1,CCDC127
hsa-miR-1267,RPPH1,PRKAR2A
hsa-miR-1267,RPPH1,SEC62
hsa-miR-1267,RPPH1,ORAI2
hsa-miR-1267,RPPH1,DHCR24
hsa-miR-1267,RPPH1,DFFA
hsa-miR-1267,RPPH1,SF3A1
hsa-miR-1267,RPPH1,ZNF711
hsa-miR-1267,RPPH1,FANCC
hsa-miR-1267,RPPH1,HS3ST1
hsa-miR-1267,RPPH1,RBAK
hsa-miR-1267,RPPH1,WHSC1
hsa-miR-1267,RPPH1,HIPK1
hsa-miR-1267,RPPH1,TEP1
hsa-miR-1267,RPPH1,INSIG1
hsa-miR-1267,RPPH1,KDM6B
hsa-miR-1267,RPPH1,MYH11
hsa-miR-1267,RPPH1,PRPF38A
hsa-miR-1267,RPPH1,MLK4
hsa-miR-1267,RPPH1,BAMBI
hsa-miR-1267,RPPH1,DUS4L
hsa-miR-1267,RPPH1,UBXN2A
hsa-miR-1267,RPPH1,ZNF451
hsa-miR-1267,RPPH1,PLXDC2
hsa-miR-1267,RPPH1,PHACTR2
hsa-miR-1267,RPPH1,ELP2
hsa-miR-1267,RPPH1,CPEB4
hsa-miR-1267,RPPH1,DEPDC5
hsa-miR-1267,RPPH1,DEF8
hsa-miR-1267,RPPH1,CCS
hsa-miR-1267,RPPH1,PIEZO1
hsa-miR-1267,RPPH1,ANKRD36
hsa-miR-1267,RPPH1,RACGAP1
hsa-miR-1267,RPPH1,RPN2
hsa-miR-1267,RPPH1,EMC10
hsa-miR-1267,RPPH1,SMG1
hsa-miR-1267,RPPH1,HIPK3
hsa-miR-1267,RPPH1,ZFP30
hsa-miR-1267,RPPH1,HSPA9
hsa-miR-1267,RPPH1,C12orf66
hsa-miR-1267,RPPH1,MYLIP
hsa-miR-1267,RPPH1,UBE2W
hsa-miR-1267,RPPH1,PSMB9
hsa-miR-1267,RPPH1,ERH
hsa-miR-1267,RPPH1,CDKN1B
hsa-miR-1267,RPPH1,PTCD3
hsa-miR-1267,RPPH1,TSHZ2
hsa-miR-1267,RPPH1,NAA25
hsa-miR-1267,RPPH1,TAS2R5
hsa-miR-1267,RPPH1,HNRNPA1L2
hsa-miR-1267,RPPH1,ERC1
hsa-miR-1267,RPPH1,ZNF629
hsa-miR-1267,RPPH1,OLA1
hsa-miR-1267,RPPH1,LIMA1
hsa-miR-1267,RPPH1,LDHA
hsa-miR-1267,RPPH1,UTP6
hsa-miR-1267,RPPH1,CHD4
hsa-miR-1267,RPPH1,HSPA4L
hsa-miR-1267,RPPH1,GRSF1
hsa-miR-1267,RPPH1,SCCPDH
hsa-miR-1267,RPPH1,ARL5B
hsa-miR-1267,RPPH1,HNRNPA1
hsa-miR-1267,RPPH1,UBE2V2
hsa-miR-1267,RPPH1,ST3GAL1
hsa-miR-1267,RPPH1,ATP5G3
hsa-miR-1267,RPPH1,GATAD1
hsa-miR-1267,RPPH1,CENPQ
hsa-miR-1267,RPPH1,ALOX5AP
hsa-miR-1267,RPPH1,MTA1
hsa-miR-1267,RPPH1,MTAP
hsa-miR-1267,RPPH1,RBBP4
hsa-miR-1267,RPPH1,ATP5F1
hsa-miR-1267,RPPH1,BTBD19
hsa-miR-1267,RPPH1,MAZ
hsa-miR-1267,RPPH1,SLC16A1
hsa-miR-1267,RPPH1,PRRC2A
hsa-miR-1267,RPPH1,NUCKS1
hsa-miR-1267,RPPH1,NR2F6
hsa-miR-1267,RPPH1,ZNF638
hsa-miR-1267,RPPH1,UNC13A
hsa-miR-1267,RPPH1,CD226
hsa-miR-1267,RPPH1,CCDC170
hsa-miR-1267,RPPH1,TMEM136
hsa-miR-1267,RPPH1,C12orf73
hsa-miR-1267,RPPH1,ELMOD2
hsa-miR-1267,RPPH1,MKLN1
hsa-miR-1267,RPPH1,RORA
hsa-miR-1267,RPPH1,WRNIP1
hsa-miR-1267,RPPH1,FAF2
hsa-miR-1267,RPPH1,SF3B3
hsa-miR-1267,RPPH1,SNAP29
hsa-miR-1267,RPPH1,PTPN2
hsa-miR-1267,RPPH1,UTRN
hsa-miR-1267,RPPH1,COQ7
hsa-miR-1267,RPPH1,NRAS
hsa-miR-1267,RPPH1,HSPA8
hsa-miR-1267,RPPH1,CISD2
hsa-miR-1267,RPPH1,CDK4
hsa-miR-1267,RPPH1,DCTN6
hsa-miR-1267,RPPH1,NUDT3
hsa-miR-1267,RPPH1,SMAD2
hsa-miR-1267,RPPH1,CNKSR3
hsa-miR-1267,RPPH1,ANO8
hsa-miR-1267,RPPH1,RAVER2
hsa-miR-1267,RPPH1,ABCF1
hsa-miR-1267,RPPH1,DGKE
hsa-miR-1267,RPPH1,MTO1
hsa-miR-1267,RPPH1,BTD
hsa-miR-1267,RPPH1,PIP4K2A
hsa-miR-1267,RPPH1,GPR155
hsa-miR-1267,RPPH1,TIMM50
hsa-miR-1267,RPPH1,PTMA
hsa-miR-1267,RPPH1,PPP1R15B
hsa-miR-1267,RPPH1,GMFB
hsa-miR-1267,RPPH1,CSDE1
hsa-miR-1267,RPPH1,UCHL1
hsa-miR-1267,RPPH1,NCAPD2
hsa-miR-1267,RPPH1,WSCD2
hsa-miR-1267,RPPH1,DICER1
hsa-miR-1267,RPPH1,UBE2G2
hsa-miR-1267,RPPH1,CHML
hsa-miR-1267,RP11-319G6.1,PAWR
hsa-miR-1267,RP11-319G6.1,SECISBP2L
hsa-miR-1267,RP11-319G6.1,USP1
hsa-miR-1267,RP11-319G6.1,LSM10
hsa-miR-1267,RP11-319G6.1,ZNF829
hsa-miR-1267,RP11-319G6.1,PEX26
hsa-miR-1267,RP11-319G6.1,HSD17B12
hsa-miR-1267,RP11-319G6.1,C5orf15
hsa-miR-1267,RP11-319G6.1,HIST1H2BG
hsa-miR-1267,RP11-319G6.1,MED29
hsa-miR-1267,RP11-319G6.1,C18orf21
hsa-miR-1267,RP11-319G6.1,ISPD
hsa-miR-1267,RP11-319G6.1,HNRNPH1
hsa-miR-1267,RP11-319G6.1,DUSP18
hsa-miR-1267,RP11-319G6.1,PDE3A
hsa-miR-1267,RP11-319G6.1,MCM8
hsa-miR-1267,RP11-319G6.1,SLC25A12
hsa-miR-1267,RP11-319G6.1,PHF10
hsa-miR-1267,RP11-319G6.1,HOOK1
hsa-miR-1267,RP11-319G6.1,MAGT1
hsa-miR-1267,RP11-319G6.1,ZNF446
hsa-miR-1267,RP11-319G6.1,KIF11
hsa-miR-1267,RP11-319G6.1,GRWD1
hsa-miR-1267,RP11-319G6.1,RNF170
hsa-miR-1267,RP11-319G6.1,CCNT1
hsa-miR-1267,RP11-319G6.1,HCFC1
hsa-miR-1267,RP11-319G6.1,FYCO1
hsa-miR-1267,RP11-319G6.1,BACE1
hsa-miR-1267,RP11-319G6.1,ATP6V0E1
hsa-miR-1267,RP11-319G6.1,RAD18
hsa-miR-1267,RP11-319G6.1,MRI1
hsa-miR-1267,RP11-319G6.1,CYYR1
hsa-miR-1267,RP11-319G6.1,ZNF713
hsa-miR-1267,RP11-319G6.1,ANKRD12
hsa-miR-1267,RP11-319G6.1,ABL2
hsa-miR-1267,RP11-319G6.1,PIM1
hsa-miR-1267,RP11-319G6.1,RGS9BP
hsa-miR-1267,RP11-319G6.1,NFIA
hsa-miR-1267,RP11-319G6.1,NUP62
hsa-miR-1267,RP11-319G6.1,NFKBIB
hsa-miR-1267,RP11-319G6.1,C1orf50
hsa-miR-1267,RP11-319G6.1,CRK
hsa-miR-1267,RP11-319G6.1,PTPN14
hsa-miR-1267,RP11-319G6.1,SOX4
hsa-miR-1267,RP11-319G6.1,RPS6KA5
hsa-miR-1267,RP11-319G6.1,CCDC50
hsa-miR-1267,RP11-319G6.1,CERS4
hsa-miR-1267,RP11-319G6.1,IBA57
hsa-miR-1267,RP11-319G6.1,DDX6
hsa-miR-1267,RP11-319G6.1,GREB1L
hsa-miR-1267,RP11-319G6.1,THAP6
hsa-miR-1267,RP11-319G6.1,RBM23
hsa-miR-1267,RP11-319G6.1,CAND1
hsa-miR-1267,RP11-319G6.1,KIAA0100
hsa-miR-1267,RP11-319G6.1,REPS1
hsa-miR-1267,RP11-319G6.1,CUL2
hsa-miR-1267,RP11-319G6.1,AAED1
hsa-miR-1267,RP11-319G6.1,IFT43
hsa-miR-1267,RP11-319G6.1,SCIN
hsa-miR-1267,RP11-319G6.1,DZIP1L
hsa-miR-1267,RP11-319G6.1,NFX1
hsa-miR-1267,RP11-319G6.1,WEE1
hsa-miR-1267,RP11-319G6.1,TCEANC2
hsa-miR-1267,RP11-319G6.1,PABPN1
hsa-miR-1267,RP11-319G6.1,GOLGB1
hsa-miR-1267,RP11-319G6.1,SERP1
hsa-miR-1267,RP11-319G6.1,ICAM1
hsa-miR-1267,RP11-319G6.1,SLC38A2
hsa-miR-1267,RP11-319G6.1,SYNCRIP
hsa-miR-1267,RP11-319G6.1,KDELR1
hsa-miR-1267,RP11-319G6.1,MAPK14
hsa-miR-1267,RP11-319G6.1,LRCH3
hsa-miR-1267,RP11-319G6.1,ESYT2
hsa-miR-1267,RP11-319G6.1,MVK
hsa-miR-1267,RP11-319G6.1,ZNF154
hsa-miR-1267,RP11-319G6.1,CEP128
hsa-miR-1267,RP11-319G6.1,TBX18
hsa-miR-1267,RP11-319G6.1,SBNO1
hsa-miR-1267,RP11-319G6.1,ARFGEF1
hsa-miR-1267,RP11-319G6.1,LRRC2
hsa-miR-1267,RP11-319G6.1,SLC1A5
hsa-miR-1267,RP11-319G6.1,ARRDC4
